epoch, train accuracy, train loss, test accuracy, test loss,
0, 0.03932861611247063, 2369.1735334046402, 0.0476190485060215, 2369.1748871927803,
1, 0.04459437355399132, 1047.065827093961, 0.039170507341623306, 1047.065677203341,
2, 0.037683065980672836, 296.1730146710959, 0.04147465527057648, 296.18404940416184,
3, 0.059733420610427856, 117.85610286479759, 0.056835636496543884, 117.85448881228399,
4, 0.03274641931056976, 59.85985468390036, 0.02688172087073326, 59.86660696284562,
5, 0.06516373157501221, 31.83026614180517, 0.08832564949989319, 31.83428462859123,
6, 0.058416981250047684, 18.294107537256252, 0.057603687047958374, 18.295557821950606,
7, 0.08836597204208374, 10.921920236521927, 0.08218125998973846, 10.927162393080657,
8, 0.09182162582874298, 19.365898379648677, 0.09216590225696564, 19.49320341658116,
9, 0.16077011823654175, 6.140911082835383, 0.16282641887664795, 6.159659518990465,
10, 0.19203554093837738, 4.760219737811369, 0.1743471622467041, 4.775292462467598,
11, 0.1770610511302948, 4.841304495947836, 0.1520737260580063, 4.871681887250159,
12, 0.20256705582141876, 4.1776959179301825, 0.19201229512691498, 4.181242917906121,
13, 0.24074378609657288, 4.0245331398099395, 0.22657449543476105, 4.053934791670417,
14, 0.24650320410728455, 4.148089548386848, 0.22887864708900452, 4.178355297551543,
